lsoa,mean_ptal_score,ptal_rating,sample_postcode,borough_outbound
E01000527,5.291190000000001,2,NW10 3UJ,4_NW10
E01000528,7.39937,2,NW10 8SQ,4_NW10
E01000530,9.06453,2,NW10 3AX,4_NW10
E01000531,12.2556,3,NW10 5AB,4_NW10
E01000532,14.575099999999999,3,NW10 5EJ,4_NW10
E01000533,13.4581,3,NW10 3AQ,4_NW10
E01000534,6.49968,2,NW10 3BJ,4_NW10
E01000535,17.2412,4,NW10 3SP,4_NW10
E01000536,12.9501,3,HA3 0AW,4_HA3
E01000538,1.64155,1a,HA3 0AJ,4_HA3
E01000539,7.60809,2,HA3 0PF,4_HA3
E01000540,6.36183,2,HA3 0BD,4_HA3
E01000541,8.28375,2,HA3 0HL,4_HA3
E01000543,9.25994,2,HA3 0TA,4_HA3
E01000544,16.7987,4,NW6 5AT,4_NW6
E01000545,20.2839,5,NW6 7EG,4_NW6
E01000546,17.021,4,NW6 7DR,4_NW6
E01000547,17.4705,4,NW6 7ER,4_NW6
E01000548,25.8907,6a,NW6 6AA,4_NW6
E01000549,19.1778,4,NW6 6AD,4_NW6
E01000550,27.0788,6a,N8 0HW,4_NW6
E01000551,21.550799999999995,5,NW6 5AL,4_NW6
E01000552,22.5592,5,NW6 5AF,4_NW6
E01000553,16.9757,4,NW2 3DT,4_NW2
E01000554,6.02893,2,NW2 6AQ,4_NW2
E01000555,6.41204,2,NW2 4AE,4_NW2
E01000556,24.2404,5,NW2 1ER,4_NW2
E01000557,20.271,5,NW2 3AP,4_NW2
E01000558,15.2121,4,NW2 3AY,4_NW2
E01000559,13.4688,3,NW2 2LQ,4_NW2
E01000560,12.834000000000001,3,NW2 4BB,4_NW2
E01000561,20.7355,5,NW2 3BA,4_NW2
E01000562,3.15073,1b,HA0 2QT,4_HA0
E01000563,4.22988,1b,HA0 3JN,4_HA0
E01000564,8.36473,2,HA0 3BG,4_HA0
E01000565,5.34441,2,HA0 2NH,4_HA0
E01000566,3.73595,1b,HA0 3LP,4_HA0
E01000567,4.89553,1b,HA0 2NR,4_HA0
E01000568,14.977099999999998,3,HA1 3GH,4_HA3
E01000569,6.57701,2,HA0 3RU,4_HA0
E01000570,8.26411,2,HA9 7JN,4_HA9
E01000571,9.18539,2,HA9 7BJ,4_HA9
E01000572,4.8928,1b,HA9 8RF,4_HA9
E01000573,9.52887,2,HA3 0QN,4_HA9
E01000574,7.54603,2,HA9 8FL,4_HA9
E01000575,9.64411,2,HA3 0PT,4_HA9
E01000576,9.45531,2,HA9 7NX,4_HA9
E01000577,7.48327,2,HA9 7BG,4_HA9
E01000578,15.6884,4,HA9 0JE,4_HA9
E01000579,20.7977,5,NW10 3LR,4_NW10
E01000580,13.5201,3,NW6 6DT,4_NW6
E01000581,14.8603,3,NW10 3DT,4_NW10
E01000582,17.8654,4,NW10 3HH,4_NW10
E01000583,21.4701,5,NW6 6AE,4_NW6
E01000584,18.746,4,NW10 3HU,4_NW10
E01000585,20.9996,5,NW10 3NE,4_NW10
E01000586,25.4762,6a,NW10 3JD,4_NW10
E01000587,6.57772,2,HA8 5HU,4_HA8
E01000588,8.43137,2,NW9 0AF,4_NW9
E01000589,7.3172500000000005,2,HA7 1HF,4_NW9
E01000590,4.5137,1b,NW9 0EH,4_NW9
E01000591,10.2145,3,NW9 9AW,4_NW9
E01000592,13.3227,3,HA8 0BG,4_HA8
E01000593,5.72728,2,HA8 5LR,4_HA8
E01000594,10.194,3,HA7 1EF,4_HA7
E01000595,7.63652,2,NW10 8AF,4_NW10
E01000596,6.14733,2,NW10 0JY,4_NW10
E01000599,17.0746,4,NW10 8BE,4_NW10
E01000600,8.41437,2,NW10 0RN,4_NW10
E01000601,8.08791,2,NW10 0AB,4_NW10
E01000602,8.18938,2,NW10 0JU,4_NW10
E01000603,7.44581,2,NW10 0JL,4_NW10
E01000604,8.91884,2,NW10 0HR,4_NW10
E01000605,10.7299,3,NW10 0QT,4_NW10
E01000606,7.53501,2,HA0 2RF,4_HA0
E01000607,7.60076,2,HA0 3AF,4_HA0
E01000608,8.98574,2,HA0 2DD,4_HA0
E01000609,7.65401,2,HA0 2FA,4_HA0
E01000610,11.5702,3,HA0 2ED,4_HA0
E01000611,15.7886,4,HA0 2FN,4_HA0
E01000612,15.823499999999997,4,HA0 1BB,4_HA0
E01000613,6.7341,2,HA0 2DZ,4_HA0
E01000615,8.52318,2,HA9 0AD,4_HA9
E01000616,16.0057,4,HA9 0PL,4_HA9
E01000617,9.45288,2,HA9 0HD,4_HA9
E01000618,5.30492,2,HA9 6AD,4_HA9
E01000619,1.01551,1a,HA9 6JG,4_HA9
E01000620,8.14347,2,HA9 6DA,4_HA9
E01000621,10.1976,3,HA9 6DF,4_HA9
E01000622,2.96019,1b,NW10 0DD,4_NW10
E01000623,4.83839,1b,NW9 8ED,4_NW9
E01000624,1.83461,1a,NW9 7JH,4_NW9
E01000625,8.24699,2,NW9 8AF,4_NW9
E01000626,7.31984,2,NW10 0AL,4_NW10
E01000627,10.8824,3,NW10 0AF,4_NW10
E01000628,8.78678,2,NW10 0AT,4_NW10
E01000629,4.47077,1b,NW9 7JG,4_NW9
E01000630,12.6801,3,HA0 4AE,4_HA0
E01000631,9.70624,2,HA0 2EA,4_HA0
E01000632,12.2081,3,HA0 1EP,4_HA0
E01000633,21.4938,5,HA0 2AA,4_HA0
E01000634,14.0097,3,HA0 2AF,4_HA0
E01000635,22.6437,5,HA0 2AD,4_HA0
E01000636,16.7044,4,HA9 6AG,4_HA9
E01000637,13.961099999999998,3,NW2 5BS,4_NW2
E01000638,10.6557,3,NW10 1AQ,4_NW10
E01000639,14.91,3,NW2 5AD,4_NW2
E01000640,21.8738,5,NW10 2AF,4_NW10
E01000641,17.7922,4,NW10 1BE,4_NW10
E01000642,18.9243,4,NW10 2PR,4_NW10
E01000643,7.8774,2,NW10 2HD,4_NW10
E01000644,15.7692,4,NW10 2BB,4_NW10
E01000645,4.29695,1b,BR1 2AA,6_BR1
E01000646,4.81849,1b,BR1 2NG,6_BR1
E01000647,2.93262,1b,BR1 2RJ,6_BR1
E01000648,7.97442,2,BR1 2BL,6_BR1
E01000649,8.30551,2,BR1 2AB,6_BR1
E01000650,4.78328,1b,BR1 2EA,6_BR1
E01000651,8.29657,2,BR1 2BU,6_BR1
E01000652,3.18018,1b,BR1 2BG,6_BR1
E01000653,3.9031999999999996,1b,BR1 2GN,6_BR1
E01000656,0.836094,1a,CR3 9PP,
E01000661,6.12614,2,BR2 8AL,6_BR2
E01000662,2.57166,1b,BR2 8AA,6_BR2
E01000663,4.26798,1b,BR2 8BH,6_BR2
E01000664,1.7047,1a,BR2 8AE,6_BR2
E01000665,5.66403,2,BR2 8BF,6_BR2
E01000666,2.32615,1a,BR2 6AE,6_BR2
E01000667,5.34512,2,BR2 6DX,6_BR2
E01000668,6.62823,2,BR2 9FW,6_BR2
E01000669,7.89737,2,BR2 9PG,6_BR2
E01000670,20.9143,5,BR1 1BA,6_BR2
E01000671,10.8991,3,BR2 9EA,6_BR2
E01000672,3.9783000000000004,1b,BR1 3SJ,6_BR1
E01000673,8.33057,2,BR1 4AZ,6_BR1
E01000674,10.5695,3,BR1 1BP,6_BR1
E01000675,24.4005,5,BR1 1AA,6_BR1
E01000676,28.5572,6a,BR1 1AB,6_BR1
E01000677,21.1558,5,BR1 1AE,6_BR1
E01000678,10.4015,3,BR1 3DG,6_BR1
E01000679,4.63573,1b,BR1 2QX,6_BR1
E01000680,0.644017,1a,BR5 4HB,6_BR6
E01000681,7.12198,2,BR6 9PB,6_BR6
E01000682,4.28869,1b,BR6 9JZ,6_BR6
E01000683,3.21424,1b,BR6 9JT,6_BR6
E01000684,3.3141,1b,BR6 6EH,6_BR6
E01000685,3.08348,1b,BR6 6ED,6_BR6
E01000686,5.22803,2,BR6 6BF,6_BR6
E01000687,3.4559700000000007,1b,BR6 6AA,6_BR6
E01000688,1.88459,1a,BR6 6AP,6_BR6
E01000689,0.864227,1a,BR7 6GL,6_BR7
E01000690,4.51981,1b,BR7 6AT,6_BR7
E01000691,4.50777,1b,BR7 6AU,6_BR7
E01000692,6.051870000000001,2,BR7 5AE,6_BR7
E01000693,2.73488,1b,BR7 5FT,6_BR7
E01000694,4.15811,1b,BR7 5AU,6_BR7
E01000695,2.09427,1a,BR7 5BB,6_BR7
E01000696,3.85493,1b,BR7 5AA,6_BR7
E01000697,6.06957,2,BR7 5HP,6_BR7
E01000698,3.03878,1b,BR5 2SP,6_BR5
E01000699,14.3404,3,BR3 4TA,6_BR3
E01000700,12.92,3,BR3 4JT,6_BR3
E01000701,13.928300000000002,3,BR3 4GY,6_BR3
E01000702,19.5921,4,BR3 4FD,6_BR3
E01000703,15.8188,4,BR3 1AA,6_BR3
E01000704,12.0814,3,BR3 4EH,6_BR3
E01000705,8.66781,2,SE20 7TY,6_SE20
E01000706,13.9242,3,BR3 1DL,6_BR3
E01000707,8.49433,2,BR3 4EY,6_BR3
E01000708,11.3352,3,BR3 4BD,6_BR3
E01000709,16.3467,4,BR3 1ES,6_BR3
E01000710,7.75415,2,BR3 1BB,6_BR3
E01000711,10.7344,3,BR3 1AU,6_BR3
E01000712,9.9824,2,BR3 1SD,6_BR3
E01000713,6.100349999999999,2,BR2 0AA,6_BR2
E01000714,19.0414,4,BR3 1AB,6_BR3
E01000715,9.40138,2,BR3 2DS,6_BR3
E01000716,5.9385,2,BR2 0LH,6_BR2
E01000717,10.1245,3,BR2 0AB,6_BR2
E01000718,5.76209,2,BR3 1BF,6_BR3
E01000719,6.42454,2,BR5 3AB,6_BR5
E01000720,0.28618,1a,BR5 3LN,6_BR5
E01000721,2.03274,1a,BR5 3FJ,6_BR5
E01000722,10.9295,3,BR5 2AJ,6_BR5
E01000723,3.18145,1b,BR5 4EA,6_BR5
E01000724,2.02463,1a,BR5 4AY,6_BR5
E01000725,8.85412,2,BR5 2BG,6_BR5
E01000726,3.59992,1b,BR5 4AP,6_BR5
E01000727,9.46883,2,BR5 2AY,6_BR5
E01000728,1.09329,1a,BR5 3EY,6_BR5
E01000729,4.38842,1b,BR5 2FD,6_BR5
E01000730,11.5311,3,BR5 2BF,6_BR5
E01000731,4.1597,1b,BR5 2HL,6_BR5
E01000732,3.8989,1b,BR5 1GU,6_BR5
E01000733,7.03999,2,BR5 1RJ,6_BR5
E01000734,2.62358,1b,BR5 1NR,6_BR5
E01000735,4.89802,1b,BR5 2EA,6_BR5
E01000736,3.92591,1b,BR5 2RL,6_BR5
E01000737,3.58034,1b,BR5 2LA,6_BR5
E01000738,4.34076,1b,BR5 2JH,6_BR5
E01000739,6.43171,2,BR5 2DT,6_BR5
E01000740,15.368600000000002,4,SE19 2AH,6_SE19
E01000741,19.8266,4,SE19 2AG,6_SE19
E01000742,15.884200000000002,4,SE20 8BZ,6_SE20
E01000743,13.1255,3,SE20 7YU,6_SE20
E01000744,8.68306,2,SE20 7UN,6_SE20
E01000745,12.8424,3,SE19 1UE,6_SE26
E01000746,21.8196,5,SE19 2AA,6_SE19
E01000747,0.957134,1a,BR2 6AA,6_BR2
E01000749,0.476072,1a,BR6 6BN,6_BR6
E01000750,1.21206,1a,BR6 7AT,6_BR6
E01000751,2.06822,1a,BR6 7AA,6_BR6
E01000752,2.24921,1a,BR6 7AY,6_BR6
E01000753,2.42617,1a,BR5 1RS,6_BR5
E01000754,11.5688,3,BR5 1HD,6_BR5
E01000755,9.75678,2,BR5 1FA,6_BR5
E01000756,4.76967,1b,BR6 8ES,6_BR6
E01000757,3.73619,1b,BR6 8AG,6_BR6
E01000758,14.8711,3,BR6 8AL,6_BR6
E01000759,1.10066,1a,BR2 6AJ,6_BR2
E01000760,4.87486,1b,BR4 9AU,6_BR4
E01000761,2.3273,1a,BR4 4QN,6_BR4
E01000762,4.37203,1b,BR2 9AZ,6_BR2
E01000763,3.75679,1b,BR2 7LA,6_BR2
E01000764,3.74711,1b,BR2 7BF,6_BR2
E01000765,2.41497,1a,BR2 7AA,6_BR2
E01000766,7.15412,2,BR2 7AY,6_BR2
E01000767,9.53692,2,BR2 7BB,6_BR2
E01000768,7.31486,2,BR2 7AG,6_BR2
E01000769,3.35963,1b,BR3 3BH,6_BR3
E01000770,6.30486,2,BR3 1AF,6_BR3
E01000771,9.24839,2,BR3 3FD,6_BR3
E01000772,4.6789,1b,BR3 2JT,6_BR3
E01000773,3.76763,1b,BR3 3DD,6_BR3
E01000774,7.384480000000001,2,BR3 3FF,6_BR3
E01000775,4.91034,1b,BR3 3AL,6_BR3
E01000777,6.53104,2,BR3 3DA,6_BR3
E01000778,3.67453,1b,BR3 3DY,6_BR3
E01000779,3.49308,1b,SE12 9AP,6_SE9
E01000780,5.5796,2,SE9 4DG,6_SE9
E01000781,7.388449999999999,2,SE9 4DF,6_SE9
E01000782,5.60989,2,SE9 4AZ,6_SE9
E01000783,6.55821,2,BR7 5EN,6_BR7
E01000784,4.52413,1b,BR7 5EW,6_BR7
E01000785,3.93254,1b,BR7 5XS,6_BR7
E01000786,2.56309,1b,BR5 4PG,6_BR5
E01000787,3.99293,1b,BR5 4JD,6_BR5
E01000788,11.0892,3,BR6 0FA,6_BR6
E01000789,5.12375,2,BR5 4FH,6_BR5
E01000790,21.7193,5,BR5 1BS,6_BR6
E01000791,5.406409999999999,2,BR5 4LA,6_BR5
E01000792,4.3915,1b,BR5 4FG,6_BR5
E01000793,5.329479999999999,2,BR6 0QW,6_BR6
E01000794,5.19259,2,BR6 0SN,6_BR6
E01000795,2.9905499999999994,1b,BR6 9BF,6_BR6
E01000796,13.5919,3,SE20 8EA,6_SE20
E01000797,13.1399,3,BR3 1BZ,6_BR3
E01000798,14.355600000000003,3,SE20 7AE,6_SE20
E01000799,17.9432,4,BR3 1JG,6_BR3
E01000800,14.3168,3,SE20 7AD,6_SE20
E01000801,15.209400000000002,4,BR3 4RA,6_BR3
E01000802,16.6572,4,SE20 7AR,6_SE20
E01000803,12.0387,3,SE20 7LP,6_SE20
E01000804,5.26206,2,BR3 1BW,6_BR3
E01000805,13.6843,3,SE20 7HT,6_SE20
E01000806,17.9533,4,SE20 7AL,6_SE20
E01000807,7.3957,2,BR5 1DA,6_BR5
E01000808,3.2455400000000005,1b,BR5 1GA,6_BR5
E01000809,5.78398,2,BR5 1AA,6_BR5
E01000810,8.26036,2,BR5 1HR,6_BR5
E01000811,10.7998,3,BR5 1AR,6_BR5
E01000812,7.65251,2,BR6 0AH,6_BR6
E01000813,5.27963,2,BR5 1DH,6_BR5
E01000814,11.9807,3,BR6 0AA,6_BR6
E01000815,6.786539999999999,2,BR5 1JT,6_BR5
E01000816,6.944990000000001,2,BR1 4RX,6_BR1
E01000818,2.37689,1a,BR1 3FJ,6_BR1
E01000819,5.58105,2,BR1 4DA,6_BR1
E01000820,4.79018,1b,BR1 3FH,6_BR1
E01000822,8.20768,2,BR1 3QE,6_BR1
E01000823,9.76816,2,BR1 3EH,6_BR1
E01000824,15.9188,4,BR1 3LN,6_BR1
E01000825,10.3366,3,BR1 3AA,6_BR1
E01000826,2.24561,1a,BR2 0NS,6_BR2
E01000827,4.84076,1b,BR2 0EH,6_BR2
E01000828,8.37147,2,BR2 0AP,6_BR2
E01000829,19.1676,4,BR1 1BT,6_BR2
E01000830,3.17597,1b,BR2 0AF,6_BR2
E01000831,5.770250000000001,2,BR2 0AS,6_BR2
E01000832,5.32819,2,BR4 0AA,6_BR4
E01000833,2.81427,1b,BR3 2SR,6_BR3
E01000834,3.6879100000000005,1b,BR4 0AH,6_BR4
E01000835,7.63649,2,BR4 0AF,6_BR4
E01000836,4.10367,1b,BR4 0AB,6_BR4
E01000837,5.18839,2,BR3 3BG,6_BR3
E01000838,4.17723,1b,BR4 0AU,6_BR4
E01000839,1.55032,1a,BR4 9EW,6_BR4
E01000840,3.12167,1b,BR4 9BA,6_BR4
E01000841,4.0552,1b,BR4 0AP,6_BR4
E01000842,12.1622,3,NW3 2EW,7_NW3
E01000843,13.1695,3,NW3 4ND,7_NW3
E01000844,17.3376,4,NW3 3EP,7_NW3
E01000845,11.617999999999999,3,NW3 3AA,7_NW3
E01000846,10.2054,3,NW3 3AB,7_NW3
E01000847,17.3803,4,NW3 3EG,7_NW3
E01000848,13.2437,3,NW3 4AB,7_NW3
E01000849,17.436,4,NW3 4AA,7_NW3
E01000850,62.66179999999999,6b,W1A 1BZ,7_W1T
E01000851,55.0582,6b,NW1 3AG,7_W1T
E01000852,83.1544,6b,NW1 2AE,7_WC1B
E01000853,73.1792,6b,WC1H 9RA,7_WC1H
E01000854,67.7297,6b,NW1 2BU,7_NW1
E01000855,63.190000000000005,6b,W1P 0AB,7_WC1A
E01000856,42.4264,6b,NW1 8DE,7_NW1
E01000857,12.1124,3,NW1 8XE,7_NW1
E01000858,25.9939,6a,NW1 7BF,7_NW1
E01000859,11.7204,3,NW1 8DZ,7_NW1
E01000860,7.15373,2,NW1 7ST,7_NW1
E01000861,41.5854,6b,NW1 0AE,7_NW1
E01000862,21.9385,5,NW1 4DZ,7_NW1
E01000863,43.6587,6b,NW1 0AJ,7_NW1
E01000864,7.84971,2,N7 9QE,7_N7
E01000865,17.2052,4,NW1 9AF,7_NW1
E01000866,24.6208,5,NW1 8PF,7_NW1
E01000867,35.5049,6a,NW1 0RD,7_NW1
E01000868,5.925940000000001,2,N7 9AB,7_N7
E01000869,14.1162,3,N7 9LG,7_N7
E01000870,22.4492,5,NW1 9HB,7_NW5
E01000871,9.91706,2,NW2 2BT,7_NW2
E01000872,19.5099,4,NW2 2RR,7_NW2
E01000873,10.2418,3,NW2 3SL,7_NW2
E01000874,23.6788,5,NW3 6HS,7_NW3
E01000875,19.138700000000004,4,NW2 3NN,7_NW2
E01000876,15.0746,4,NW2 3PJ,7_NW2
E01000877,18.0408,4,NW3 7AF,7_NW3
E01000878,14.215500000000002,3,NW3 6DL,7_NW3
E01000879,18.5891,4,NW3 1DJ,7_NW3
E01000880,20.6078,5,NW3 6BH,7_NW3
E01000881,26.9112,6a,NW3 5BP,7_NW3
E01000882,21.9953,5,NW3 4DP,7_NW3
E01000883,31.392700000000005,6a,NW3 4DZ,7_NW3
E01000884,5.72284,2,NW3 7AJ,7_NW3
E01000885,5.68296,2,NW3 6PZ,7_NW3
E01000886,12.561200000000001,3,NW3 2HU,7_NW3
E01000887,18.925,4,NW3 2DG,7_NW3
E01000888,14.3022,3,NW3 2FU,7_NW3
E01000889,12.6576,3,NW5 3AS,7_NW5
E01000890,11.3929,3,NW3 2JG,7_NW3
E01000891,11.0683,3,NW5 4AU,7_NW5
E01000892,16.9827,4,NW3 2AN,7_NW3
E01000893,4.60725,1b,NW3 2QD,7_NW3
E01000894,9.43746,2,NW3 1BJ,7_NW3
E01000895,13.905999999999999,3,NW3 1DB,7_NW3
E01000896,15.3479,4,NW3 1BH,7_NW3
E01000897,15.777,4,NW3 1NY,7_NW3
E01000898,19.3603,4,NW3 2AA,7_NW3
E01000899,4.940959999999999,1b,NW3 1AA,7_NW3
E01000900,16.8435,4,NW3 2ES,7_NW3
E01000901,19.9858,4,NW5 3AF,7_NW5
E01000902,14.971599999999999,3,NW3 2BE,7_NW3
E01000903,13.4116,3,NW3 2AY,7_NW3
E01000904,28.539,6a,NW1 8AJ,7_NW1
E01000905,20.7067,5,NW1 8AS,7_NW1
E01000906,18.2211,4,NW1 8BB,7_NW1
E01000907,13.7572,3,N19 5BP,7_N19
E01000908,6.314149999999999,2,N19 5BU,7_N19
E01000909,8.16553,2,N6 6AD,7_N6
E01000910,17.9521,4,NW5 1AF,7_NW5
E01000911,19.6645,4,NW5 1AN,7_NW5
E01000912,6.58256,2,N6 6QT,7_NW5
E01000913,3.64315,1b,N19 5JF,7_N6
E01000914,60.16850000000001,6b,EC1N 2LR,7_EC1N
E01000915,50.4737,6b,WC1N 1EB,7_WC1N
E01000916,55.1058,6b,EC1M 3AB,7_EC1M
E01000917,58.3439,6b,EC1N 2AB,7_EC1N
E01000918,83.5067,6b,WC1A 1AD,7_WC1A
E01000919,87.5882,6b,WC1A 1AB,7_WC1A
E01000920,43.1404,6b,EC1R 4PQ,7_WC1N
E01000921,25.1522,6a,N19 5AA,7_N19
E01000922,22.4201,5,NW5 1AW,7_NW5
E01000923,22.28,5,NW5 2HB,7_NW5
E01000924,18.733,4,N19 5AD,7_N19
E01000925,20.586899999999996,5,NW5 2AF,7_NW5
E01000926,18.2701,4,N7 0BL,7_N7
E01000927,30.7341,6a,NW1 8PD,7_NW1
E01000928,20.2364,5,NW5 1AH,7_NW5
E01000929,19.4136,4,NW6 4AQ,7_NW6
E01000930,27.338699999999996,6a,NW6 4AA,7_NW6
E01000931,21.9324,5,NW6 2AE,7_NW6
E01000932,25.2571,6a,NW6 2JE,7_NW6
E01000933,28.7906,6a,NW6 2PJ,7_NW6
E01000934,16.2306,4,NW6 4AR,7_NW6
E01000935,14.4791,3,NW6 4AD,7_NW6
E01000936,32.3907,6a,WC1N 1DP,7_WC1N
E01000937,51.59010000000001,6b,WC1H 8AH,7_WC1H
E01000938,73.2331,6b,N1 9NL,7_WC1H
E01000939,82.7078,6b,NW1 2RY,7_WC1H
E01000940,57.595,6b,WC1H 8JJ,7_WC1H
E01000941,71.9473,6b,WC1H 8AF,7_WC1H
E01000942,91.7288,6b,NW1 2AA,7_WC1H
E01000943,78.3652,6b,WC1H 0HX,7_WC1H
E01000944,30.568,6a,NW1 3LF,7_NW1
E01000945,58.5862,6b,NW1 0AF,7_NW1
E01000946,23.0251,5,NW1 2AF,7_NW1
E01000947,37.842,6a,NW1 0AA,7_NW1
E01000948,20.994,5,NW1 0JJ,7_NW1
E01000949,18.7654,4,NW1 3DL,7_NW1
E01000950,27.6479,6a,NW1 2PU,7_NW1
E01000951,35.5703,6a,NW1 3BN,7_NW1
E01000952,45.221,6b,NW1 0ES,7_NW1
E01000953,45.0041,6b,N1 0AS,7_N1C
E01000954,36.3043,6a,NW1 1AY,7_NW1
E01000955,63.77660000000001,6b,NW1 1AS,7_NW1
E01000956,83.8862,6b,NW1 1AD,7_NW1
E01000957,16.2338,4,NW1 0BH,7_NW1
E01000958,36.7298,6a,N1 7XE,7_N1C
E01000959,42.9236,6b,NW1 0BL,7_NW1
E01000960,37.2568,6a,NW3 5ET,7_NW3
E01000961,28.832799999999995,6a,NW3 5EF,7_NW6
E01000962,28.1847,6a,NW6 3AN,7_NW6
E01000963,26.8844,6a,NW3 3AQ,7_NW3
E01000964,36.0696,6a,NW6 3BG,7_NW6
E01000965,26.5335,6a,NW6 1XE,7_NW6
E01000966,21.1491,5,NW6 3AJ,7_NW6
E01000967,7.655450000000001,2,NW3 3BP,7_NW3
E01000968,27.528200000000002,6a,NW6 2AA,7_NW6
E01000969,26.6359,6a,NW3 6DP,7_NW3
E01000970,22.4513,5,NW6 1AF,7_NW6
E01000971,16.8373,4,NW6 1AL,7_NW6
E01000972,28.7901,6a,NW3 5DY,7_NW3
E01000973,28.3065,6a,NW6 1AW,7_NW6
E01000974,23.2694,5,NW6 1PL,7_NW6
E01000975,47.5401,6b,CR0 0WZ,9_CR0
E01000976,17.6807,4,CR0 6AA,9_CR0
E01000977,16.394,4,CR0 6AG,9_CR0
E01000978,17.8068,4,CR0 6AF,9_CR0
E01000979,35.4789,6a,CR0 6AD,9_CR0
E01000980,5.00434,2,CR0 6BZ,9_CR0
E01000981,11.3124,3,CR0 6HD,9_CR0
E01000982,5.57008,2,CR0 6DY,9_CR0
E01000983,12.1659,3,CR0 6FF,9_CR0
E01000984,9.66633,2,CR0 6AZ,9_CR0
E01000985,6.61153,2,CR0 7AQ,9_CR0
E01000986,12.0438,3,CR0 6RD,9_CR0
E01000987,12.2564,3,CR0 7AF,9_CR0
E01000989,2.73496,1b,CR0 7QE,9_CR0
E01000990,8.96779,2,CR0 7AP,9_CR0
E01000991,1.7056099999999998,1a,CR0 7DY,9_CR0
E01000992,7.71603,2,CR0 6NR,9_CR0
E01000993,15.1917,4,CR0 6NG,9_CR0
E01000994,5.78846,2,CR4 7NG,9_CR7
E01000995,5.73622,2,CR4 6YL,9_CR7
E01000996,7.88526,2,CR4 7DQ,9_CR7
E01000997,14.938699999999999,3,CR4 7DD,9_CR7
E01000998,15.261,4,CR4 7DA,9_CR7
E01000999,9.77532,2,CR4 7LH,9_CR7
E01001000,16.508,4,CR4 7AG,9_CR7
E01001001,14.573900000000002,3,CR0 2HS,9_CR0
E01001002,11.930500000000002,3,CR4 7EB,9_CR7
E01001003,10.512,3,CR0 2NR,9_CR0
E01001004,6.5655,2,CR0 2ND,9_CR0
E01001005,16.5447,4,CR0 2RN,9_CR0
E01001006,7.39707,2,CR0 3DL,9_CR0
E01001007,8.63286,2,CR0 3AD,9_CR0
E01001008,8.70143,2,CR0 3HZ,9_CR0
E01001009,11.6571,3,CR0 3FG,9_CR0
E01001010,8.46356,2,CR0 0ZW,9_CR0
E01001011,21.9286,5,CR0 0XL,9_CR0
E01001012,35.5055,6a,CR0 2GQ,9_CR0
E01001013,39.6243,6a,CR0 1TN,9_CR0
E01001014,24.7603,5,CR0 1DW,9_CR0
E01001015,6.22204,2,CR3 1AX,9_CR5
E01001016,3.89668,1b,CR2 4AN,9_CR5
E01001017,1.37466,1a,CR3 1AA,9_CR5
E01001018,2.04846,1a,CR2 4BY,9_CR5
E01001019,3.36328,1b,CR3 1DE,9_CR5
E01001020,4.67434,1b,CR3 1BA,9_CR5
E01001021,1.14617,1a,CR3 1BB,9_CR5
E01001022,1.60887,1a,CR2 5EP,9_CR3
E01001023,10.4685,3,CR2 4DD,9_CR5
E01001024,8.51651,2,CR3 2AA,9_CR5
E01001025,6.14325,2,CR3 2PG,9_CR5
E01001026,5.27346,2,CR3 3AA,9_CR5
E01001027,2.24387,1a,CR3 3AQ,9_CR5
E01001028,2.08379,1a,CR2 3BE,9_CR5
E01001029,9.23043,2,CR2 1XA,9_CR8
E01001030,5.916399999999999,2,CR2 4HA,9_CR5
E01001031,4.79156,1b,CR3 2AB,9_CR5
E01001032,2.77842,1b,CR2 0AA,9_CR2
E01001033,9.35754,2,CR2 1BQ,9_CR2
E01001034,8.50363,2,CR2 0AZ,9_CR2
E01001035,13.8659,3,CR0 5SF,9_CR0
E01001036,5.14987,2,CR0 5RA,9_CR0
E01001037,20.9699,5,CR2 2LG,9_CR2
E01001038,11.1825,3,CR2 7AE,9_CR2
E01001039,3.77248,1b,CR2 0AB,9_CR2
E01001040,12.3905,3,CR2 2XG,9_CR2
E01001041,9.03691,2,CR2 0FG,9_CR2
E01001042,36.4641,6a,CR0 1AG,9_CR0
E01001043,53.9885,6b,CR0 0XJ,9_CR0
E01001044,7.24152,2,CR0 5AZ,9_CR0
E01001045,60.7208,6b,CR0 0XF,9_CR0
E01001046,20.2095,5,CR0 5HD,9_CR0
E01001047,22.8577,5,CR0 1BA,9_CR0
E01001048,60.9067,6b,CR0 0XB,9_CR0
E01001049,4.71877,1b,CR0 5BT,9_CR0
E01001050,39.7709,6a,CR0 5BW,9_CR0
E01001051,6.96127,2,CR0 9AZ,9_CR0
E01001052,5.23147,2,CR0 9EB,9_CR0
E01001053,8.99229,2,CR0 0FB,9_CR0
E01001054,11.4463,3,CR0 0EN,9_CR0
E01001055,7.524699999999999,2,CR0 0QF,9_CR0
E01001056,8.14277,2,CR0 0QG,9_CR0
E01001057,10.4083,3,CR0 0PS,9_CR0
E01001058,4.61493,1b,CR0 9AA,9_CR0
E01001059,4.41691,1b,CR0 9BG,9_CR0
E01001060,2.61159,1b,CR0 0JS,9_CR0
E01001061,3.6506500000000006,1b,CR0 9JH,9_CR0
E01001062,4.77354,1b,CR0 5DY,9_CR0
E01001063,6.27467,2,CR0 5AA,9_CR0
E01001064,3.8941999999999997,1b,CR0 5AB,9_CR0
